sentence,unfair_label,law_acticle
① 갑은 부당하게 을에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    1. 을이 다른 유통 플랫폼에서 판매하는 상품의 가격 및 조건에 관한 정보,0,0
"① 갑은 부당하게 을에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    2. 을이 자체적으로 운영하는 프로모션의 구체적 내용(할인율, 적용 조건 등)에 관한 정보",0,0
① 갑은 부당하게 을에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    3. 을이 다른 거래처와 협의한 배송 조건 및 물류 계획에 관한 정보,0,0
"① 갑은 부당하게 을에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    4. 을의 상품 판매 실적, 매출액 및 기간별 재고량 등 판매 관련 정보",0,0
"① 갑은 부당하게 을에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    5. 을의 온라인 마케팅 전략(광고비, 광고 시기 등)에 관한 정보",0,0
"① 갑은 부당하게 을에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    6. 을의 내부 관리 시스템의 로그인 정보, 전산망 접속 권한 등 내부 데이터 접근에 필요한 정보",0,0
① 갑은 부당하게 을에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    7. 그 밖에 을이나 을의 거래 상대방과의 거래에 있어 중요한 경영상 정보,0,0
② 갑은 을에게 제1항 각 호의 정보를 요구할 때 구체적인 사유를 서면으로 제공하지 않아도 된다. 해당 정보 제공에 대한 비밀유지나 손해배상 책임은 을에게 귀속된다.,1,14
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구할 수 없다.    ,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구할 수 없다.    1. 을이 다른 유통업체에 제공하는 상품의 공급 조건(가격 및 조건 포함),0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구할 수 없다.    2. 을이 타 면세점에서 납품하기 위해 협의한 입점 조건 및 프로모션 관련 사항,0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구할 수 없다.    3. 을이 생산한 상품의 제조비, 원재료 비용 등 원가 관련 세부 정보",0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구할 수 없다.    4. 을이 다른 업체 또는 유통 채널에서 발생한 매출 및 판매량 데이터를 포함한 성과 정보,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구할 수 없다.    5. 을과 해외 거래처 간의 협상 내용이나 계약 조건,0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구할 수 없다.    6. 을의 물류 및 공급망 관리 방식, 운송업체 계약 정보 등 기타 운영 관련 정보",0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구할 수 없다.    7. 이외에 제1호부터 제6호에 준하는 을의 거래 정보나 경영상 주요 정보,0,0
"② ""갑""은 서면 제공 없이 구두로 정보 요구 사항을 통지할 수 있다.",1,14
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구하여서는 아니 된다.    ,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구하여서는 아니 된다.    1. 을이 타 유통채널 또는 해외 면세점과 체결한 계약 조건(수수료율 및 단가 등 포함),0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구하여서는 아니 된다.    2. 을의 해외 본사와 협의한 마케팅 전략 및 글로벌 캠페인 계획,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구하여서는 아니 된다.    3. 을이 제조하는 상품의 생산비용 및 원자재 가격 구성,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구하여서는 아니 된다.    4. 을의 해외 지사 또는 바이어와의 거래 기록 및 매출 통계,0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구하여서는 아니 된다.    5. 을의 주요 프로모션 일정, 적용 국가 및 캠페인 결과에 관한 정보",0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구하여서는 아니 된다.    6. 을이 관리하는 글로벌 물류망 정보 및 운송 비용 세부 내역,0,0
① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나 요구하여서는 아니 된다.    7. 그 밖에 을 또는 을의 글로벌 네트워크와 관련된 경영 정보,0,0
"② 서면에 포함된 정보 요청의 필요성과 용도는 ""갑""의 내부 규정에 따라 변경될 수 있다.",1,14
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 거래 조건으로 삼아서는 아니 된다.    ",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 거래 조건으로 삼아서는 아니 된다.    1. 을이 납품하는 상품의 제조원가, 단위 생산비용 및 내부 가격 책정 방식",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 거래 조건으로 삼아서는 아니 된다.    2. 을이 다른 유통채널(국내 및 해외)에 제공하는 상품의 납품 조건과 가격",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 거래 조건으로 삼아서는 아니 된다.    3. 을의 주요 협력업체 명단, 계약 조건 및 거래 내역",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 거래 조건으로 삼아서는 아니 된다.    4. 을의 생산 일정, 월별 생산량 및 납품 가능량 등 운영 정보",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 거래 조건으로 삼아서는 아니 된다.    5. 을이 자체적으로 계획한 마케팅 및 판매촉진 활동의 세부 사항",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 거래 조건으로 삼아서는 아니 된다.    6. 을의 내부 관리 시스템(ERP 등)의 접속 권한 및 운영 방식",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 거래 조건으로 삼아서는 아니 된다.    7. 그 외 을의 경영 및 거래 활동에 중대한 영향을 미칠 수 있는 제1호 내지 제6호에 준하는 정보",0,0
"② 비밀유지 방안이 마련되지 않았더라도 ""을""은 정보를 제공해야 하며, 이에 대한 책임은 ""을""에게 있다.",1,14
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나, 이를 거래 조건으로 삼아서는 아니 된다.    ",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나, 이를 거래 조건으로 삼아서는 아니 된다.    1. 을의 신제품 개발 계획, 원료 조달 정보 및 제조 공정의 세부 내용",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나, 이를 거래 조건으로 삼아서는 아니 된다.    2. 을이 다른 유통채널(국내외 면세점 포함)에 제공하는 판매 조건 및 가격 정책",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나, 이를 거래 조건으로 삼아서는 아니 된다.    3. 을의 글로벌 마케팅 전략, 광고비 배정 내역 및 프로모션 계획",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나, 이를 거래 조건으로 삼아서는 아니 된다.    4. 을의 타 면세점에서의 판매 실적(매출, 판매량, 구매 고객층 분석 등)에 관한 정보",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나, 이를 거래 조건으로 삼아서는 아니 된다.    5. 을의 주요 공급업체 및 생산업체 명단, 계약 조건 및 협상 내역",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나, 이를 거래 조건으로 삼아서는 아니 된다.    6. 을의 물류 및 재고 관리 시스템, 제품 출고 계획 등 운영 관련 정보",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 강요하거나, 이를 거래 조건으로 삼아서는 아니 된다.    7. 그 밖에 을의 브랜드 운영 및 글로벌 전략에 중대한 영향을 미칠 수 있는 제1호 내지 제6호에 준하는 정보",0,0
"② ""갑""은 서면 작성 없이 구두로 정보 제공 요청을 진행할 수 있으며, 이후 서면으로 이를 통보할 권리가 있다.",1,14
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    ",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    1. 을이 제조한 주류의 원재료 조달 내역, 비율 및 숙성 방식 등 생산 공정에 관한 정보",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    2. 을이 다른 유통채널(국내외 면세점 포함)에서 협의한 납품 조건 및 가격 정책",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    3. 을의 특정 제품군에 대한 연간 생산량, 생산 계획 및 시장 출시 전략",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    4. 을의 글로벌 마케팅 및 브랜드 프로모션 계획, 광고비 내역 등 마케팅 관련 정보",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    5. 을이 주요 바이어와 체결한 계약 조건, 물류비용 및 운송 계획",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    6. 을의 주요 공급업체, 운송 네트워크 및 물류 시스템의 세부 사항",0,0
"① 갑은 을에게 부당하게 다음 각 호의 정보를 제공하도록 요구하거나, 이를 거래 조건으로 삼아서는 아니 된다.    7. 그 밖에 을의 주류 생산 및 브랜드 운영에 중대한 영향을 미칠 수 있는 제1호 내지 제6호에 준하는 정보",0,0
"② 정보 제공 요청의 필수적 근거는 ""갑""의 단독 판단에 따라 생략될 수 있다.",1,14
"② 갑은 경영정보 요구에 대해 서면 제공 없이 구두로 요청할 수 있으며, 요구의 세부 사항은 요청 후에 공지할 수 있다.",1,14
"② 서면에 명시된 비밀유지 방안은 ""갑""의 내부 방침에 따라 변경될 수 있다.",1,14
"② 정보 제공 요청의 필수 근거를 명시하지 않아도 ""을""은 이에 응해야 한다.",1,14
"② 정보 요구 일자 및 기한은 ""갑""의 내부 절차에 따라 변경될 수 있다.",1,14
"② 정보 제공의 목적과 필요성은 ""갑""의 내부 방침에 따라 변경될 수 있다.",1,14
"② ""갑""은 서면 작성 없이 구두로 정보 요청을 진행할 수 있으며, 이후 필요에 따라 서면으로 통보할 수 있다.",1,14
"③ 제2항의 서면은 갑의 서명만으로 유효하며, 을의 서명은 필요하지 않다.",1,14
"③ ""갑""은 기명날인이 생략된 서면을 유효한 것으로 간주할 수 있다.",1,14
"③ ""갑""은 서면을 사후적으로 수정할 수 있으며, ""을""은 이를 이의 없이 수락해야 한다.",1,14
"③ 제2항의 서면에는 ""갑""의 서명만으로 효력을 가지며, ""을""의 서명은 선택 사항이다.",1,14
"③ ""갑""은 서면에 기명날인이 누락된 경우에도 이를 유효한 문서로 간주할 수 있다.",1,14
"③ 서면 내용은 ""갑""의 필요에 따라 수정될 수 있으며, ""을""은 이를 수락해야 한다.",1,14
"③ 제2항의 서면은 ""갑""이 서명한 이후 통보 형태로 제공될 수 있으며, ""을""의 동의 여부는 필요하지 않다.",1,14
"③ 서명된 서면은 ""갑""의 필요에 따라 사후 수정이 가능하다.",1,14
"③ 제2항의 서면은 ""갑""의 서명으로만 효력을 가지며, ""을""의 서명은 선택사항으로 간주한다.",1,14
"③ ""갑""은 서면 작성 이후, ""을""의 동의 없이 서면 내용을 수정하거나 삭제할 권리를 가진다.",1,14
"③ ""갑""은 서면 작성 이후 ""을""의 동의 없이 서면 내용을 수정할 권리를 가진다.",1,14
"③ ""갑""은 기명날인이 누락된 서면을 유효한 문서로 간주할 수 있으며, ""을""의 이의는 반영되지 않는다.",1,14
④ 갑은 을에게 경영정보를 요구하는 경우 최소한의 범위를 초과하더라도 경영효율을 위한 명분으로 정당화할 수 있다.,1,14
"④ 최소한의 정보 기준은 ""갑""의 재량에 따라 수시로 변경될 수 있다.",1,14
"④ ""을""은 요구 목적과 관련 없는 정보라도 ""갑""의 요청 시 이를 거부할 권리가 없다.",1,14
"④ ""갑""은 최소한의 범위를 초과하는 정보를 요구하더라도 거래의 성격상 필요성을 이유로 정당화할 수 있다.",1,14
"④ 최소한의 범위는 ""갑""이 단독으로 결정하며, ""을""의 이의 제기는 인정되지 않는다.",1,14
"④ ""갑""은 요청한 정보가 목적을 초과하더라도 면세점 운영 효율성을 이유로 정당화할 수 있다.",1,14
"④ 요구 목적에 필요한 범위는 ""갑""이 단독으로 판단하며, ""을""은 이를 수용해야 한다.",1,14
"④ ""을""은 요구 목적과 무관한 추가 정보를 요청받을 경우 이를 거부할 수 없다.",1,14
"④ 최소한의 정보 범위는 ""갑""이 단독으로 결정하며, ""을""의 동의는 필요하지 않다.",1,14
"④ 정보 요청 범위는 ""갑""의 단독 판단으로 결정되며, ""을""의 이의 제기는 인정되지 않는다.",1,14
"④ ""갑""은 요청한 정보가 최소한의 범위를 초과하더라도, 면세점의 운영 효율을 이유로 정당화할 수 있다.",1,14
"④ ""을""은 요구 목적과 관련 없는 정보라도 ""갑""의 요청에 따라 제공할 의무가 있다.",1,14
① 갑(온라인 쇼핑몰 운영자)은 부당하게 을(입점업체)에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    ,0,0
① 갑(온라인 쇼핑몰 운영자)은 부당하게 을(입점업체)에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    1. 을이 다른 유통 플랫폼에서 판매하는 상품의 가격 및 조건에 관한 정보,0,0
"① 갑(온라인 쇼핑몰 운영자)은 부당하게 을(입점업체)에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    2. 을이 자체적으로 운영하는 프로모션의 구체적 내용(할인율, 적용 조건 등)에 관한 정보",0,0
① 갑(온라인 쇼핑몰 운영자)은 부당하게 을(입점업체)에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    3. 을이 다른 거래처와 협의한 배송 조건 및 물류 계획에 관한 정보,0,0
"① 갑(온라인 쇼핑몰 운영자)은 부당하게 을(입점업체)에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    4. 을의 상품 판매 실적, 매출액 및 기간별 재고량 등 판매 관련 정보",0,0
"① 갑(온라인 쇼핑몰 운영자)은 부당하게 을(입점업체)에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    5. 을의 온라인 마케팅 전략(광고비, 광고 시기 등)에 관한 정보",0,0
"① 갑(온라인 쇼핑몰 운영자)은 부당하게 을(입점업체)에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    6. 을의 내부 관리 시스템의 로그인 정보, 전산망 접속 권한 등 내부 데이터 접근에 필요한 정보",0,0
① 갑(온라인 쇼핑몰 운영자)은 부당하게 을(입점업체)에게 다음 각 호의 어느 하나에 해당하는 정보를 제공하도록 요구하여서는 아니 된다.    7. 그 밖에 을이나 을의 거래 상대방과의 거래에 있어 중요한 경영상 정보,0,0
⑤ 갑은 을에게 특정 정보 제공이 이루어지지 않을 경우 페널티를 부과할 수 있다.,1,14
"⑤ ""갑""은 ""을""의 정보 제공 이후, 추가 자료 제공을 요구할 권리를 가진다.",1,14
"⑤ ""갑""은 ""을""의 정보 제공 이후, 추가적인 데이터를 요구할 권리를 가진다.",1,14
"⑤ ""갑""은 ""을""이 제공한 정보의 부정확성으로 발생한 모든 책임을 ""을""에게 귀속시킬 수 있다.",1,14
"⑤ ""갑""은 ""을""이 제공한 정보를 내부 분석 및 외부 마케팅 목적으로 활용할 수 있으며, 이를 제3자와 공유할 권리가 있다.",1,14
"⑤ ""갑""은 ""을""이 제공한 정보를 내부 운영 분석 및 외부 협력 업체와의 협상 자료로 활용할 권리가 있다.",1,14
"⑤ 갑은 을이 제공한 경영정보를 활용하여 필요한 범위 내에서 제3자에게 이를 공유하거나, 내부 분석 자료로 활용할 수 있다.",1,14
"⑤ ""갑""은 ""을""이 제공한 정보가 부정확할 경우 이에 대한 책임을 ""을""에게 전가할 수 있다.",1,14
"⑤ ""갑""은 ""을""이 제공한 정보를 내부 및 외부 파트너와 공유하거나 마케팅 목적으로 활용할 수 있다.",1,14
"⑤ ""갑""은 ""을""이 제공한 정보를 다른 납품업체와 공유하거나 내부 분석 목적으로 활용할 수 있다.",1,14
"⑤ ""갑""은 ""을""의 정보 제공 이후, 추가 자료를 요청할 권리를 가진다.",1,14
"⑤ ""갑""은 ""을""이 제공한 정보가 부정확하거나 불완전한 경우, 이에 대한 모든 책임을 ""을""에게 전가할 수 있다.",1,14
